Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5yGTQzYbEdY6B9RFZJypgt,"Rhythm Of The Night","Rhythm Of The Night","DeBarge",1985,229106,64,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"quiet storm","UNI/MOTOWN",0.707,0.759,11,-12.328,0,0.046,0.0769,0.0000284,0.0775,0.955,115.142,4
spotify:track:2m1hi0nfMR9vdGC8UcrnwU,"All The Small Things","Enema Of The State","blink-182",1999-06-01,167066,82,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"pop punk,punk,rock,skate punk,emo","Geffen",0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.685,148.708,4
spotify:track:1yU51sZHtxvZHlni32lgxM,"Dom andra","Vapen & ammunition","kent",2002-04-15,226773,55,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","RCA Records Label",0.527,0.871,10,-7.013,0,0.0663,0.0053,0.000339,0.103,0.402,103.015,4
spotify:track:4QZ6hp2CKRaZG5RI9zXQqg,"Eloise","Eloise","Arvingarna",1993-04-11,188000,50,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband,swedish pop","Rockmåsen AB",0.691,0.725,7,-3.501,1,0.0272,0.297,0,0.268,0.464,132.554,4
spotify:track:1GakyY5lyvZGZXZYkk3FjS,"Butterfly","Butterfly","Crazy Town",1999-03-16,215800,47,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"rap rock,nu metal","Columbia",0.739,0.791,9,-4.796,0,0.0831,0.00144,0.000157,0.115,0.631,103.494,4
spotify:track:1hlveB9M6ijHZRbzZ2teyh,"We're Not Gonna Take It","Stay Hungry","Twisted Sister",1984-05-10,219666,10,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"glam metal,glam rock","Rhino Atlantic",0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,4
spotify:track:3ptdPgclNeffhYA0aY1Nw7,"Bandstarter","Painkiller","Brainpool",1995-01-01,195866,32,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop,power pop","Junk Music",0.539,0.721,11,-8.415,1,0.0489,0.00251,0.233,0.248,0.866,120.392,4
spotify:track:2ahnofp2LbBWDXcJbMaSTu,"What Is Love - 7"" Mix","What Is Love (Remixes)","Haddaway",1993-03-22,270373,6,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance","Coconut Music",0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,4
spotify:track:3SnGymj6ijE2iuUfWxLo1q,"I'm Coming Out","Diana","Diana Ross",1980-05-22,323346,73,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"motown,disco","UNI/MOTOWN",0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,4
spotify:track:1eyq8cjUQ2daFthW2PC2GM,"Glory of Love","Solitude / Solitaire","Peter Cetera",1986,258333,75,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"soft rock","Rhino/Warner Records",0.52,0.61,5,-7.935,1,0.0282,0.0805,0.00000295,0.276,0.329,144.983,4
spotify:track:29fNIVCogo4jpvKgTtIwyb,"Öppna din dörr","En kvinnas man","Tommy Nilsson",1995-12-11,333720,45,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Alpha Records",0.617,0.267,3,-10.852,1,0.0298,0.276,0.0036,0.135,0.132,114.926,4
spotify:track:1AETk3EwqrgVaMwlaLblfh,"Ingen vill veta var du köpt din tröja","Vi ska bara leva klart","Raymond & Maria",2004-08-18,210000,40,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","WM Sweden",0.576,0.718,11,-6.452,1,0.0349,0.203,0,0.133,0.949,199.957,4
spotify:track:721DwsHOeKf7zHRABCR2rh,"You're the Voice","Whispering Jack","John Farnham",1986,300733,64,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","RCA Victor",0.502,0.66,10,-11.852,1,0.0394,0.393,0.000138,0.608,0.722,85.209,4
spotify:track:1dNIEtp7AY3oDAKCGg2XkH,"Something Just Like This","Something Just Like This","The Chainsmokers;Coldplay",2017-02-22,247626,73,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Disruptor Records/Columbia",0.607,0.649,11,-6.695,0,0.0362,0.0306,0.0000246,0.174,0.505,102.996,4
spotify:track:6hmhG1b4LEyNuashVvuIAo,"Never Forget You","So Good","Zara Larsson;MNEK",2017-03-17,212574,80,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Epic/Record Company TEN",0.583,0.732,11,-5.729,0,0.0459,0.00315,0.00000957,0.269,0.277,146.005,4
spotify:track:5IZGN81VVgBv1lPrjXzOD6,"tystnar i luren","PS jag hatar dig","Miriam Bryant;Victor Leksell",2021-11-19,193853,53,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","WM Sweden",0.463,0.616,7,-7.166,1,0.149,0.55,0,0.446,0.695,183.76,4
spotify:track:2lWIShFroC58eaaU77tmjA,"Rosa himmel","Love & Devotion","Jonathan Johansson",2016-11-11,255040,39,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","S:t C",0.487,0.258,2,-13.842,1,0.0316,0.785,0.0113,0.0859,0.212,144.049,4
spotify:track:4QKscNaTs47Zv3QV9o62yX,"Komplicerad","Underbart i all misär","Miss Li",2021-09-24,159378,48,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Pistol Packin' Music",0.934,0.488,8,-7.014,1,0.0713,0.0494,0,0.0642,0.867,116.049,4
spotify:track:1hc7CJ5YGmjVKipS0ApnOG,"Jag vill vara din, Margareta","Bella Bella","Sten & Stanley",1976-04-16,216493,40,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband","WM Sweden",0.391,0.904,10,-5.877,1,0.0504,0.235,0,0.0859,0.85,125.634,4
spotify:track:1ifq3DVpguU02W6Prh5T3u,"Everything's Gonna Be Alright","Sweetbox","Sweetbox",1998-03-06,194133,46,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","High Fashion Music",0.643,0.584,2,-9.073,1,0.0462,0.253,0,0.089,0.589,84.983,4
spotify:track:3YKptz29AsOlm7WAVnztBh,"Kiss from a Rose","Seal","Seal",1994-05-31,288426,77,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Warner Records",0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,3
spotify:track:1PuU1oIYtIaPHF0ogxWMvc,"Hiphopper (feat. Teddybears Sthlm)","Magic Villa Anniversary Edition","Thomas Rusiak;Teddybears",2016-04-22,286360,44,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Razzia",0.625,0.86,0,-7.361,1,0.0414,0.00109,0.000022,0.353,0.559,141.926,4
spotify:track:2V65y3PX4DkRhy1djlxd9p,"Don't You Worry Child - Radio Edit","Don't You Worry Child","Swedish House Mafia;John Martin",2012-09-14,212862,83,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"edm","Pophouse Entertainment Group",0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,4
spotify:track:4NRQwaks9r58tTDvr4iEyv,"In the Midnight Hour","In the Midnight Hour","Wilson Pickett",1965,157160,60,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"motown,classic soul,soul,northern soul","Rhino Atlantic",0.75,0.444,4,-8.63,1,0.0403,0.12,0.00000369,0.118,0.849,111.919,4
spotify:track:5v55pDsyrxIs6OTk3E5l69,"Rullar fram","Fridlysta frekvenser","Fronda",2007-09-19,228920,47,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"epadunk","Bonnier Music",0.772,0.891,2,-3.915,0,0.109,0.269,0.00000258,0.0907,0.963,94.747,4
spotify:track:4SS4YfDAEQG0fZAe1xfgn3,"Svag","Fånga mig när jag faller","Victor Leksell",2020-06-17,191103,62,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Columbia",0.595,0.528,5,-8.922,0,0.0621,0.748,0,0.112,0.419,153.74,4
spotify:track:2CeqxyOZEyiL6pTDYZ9gPH,"Fever","The Best Of Peggy Lee","Peggy Lee",1988-01-01,201333,57,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"vocal jazz,swing music,big band,jazz","EMI Catalogue",0.742,0.0899,9,-19.187,0,0.158,0.0906,0,0.113,0.351,137.473,4
spotify:track:7bVwUOySQGO2afJ0LArAMi,"Stad i ljus","Är","Tommy Körberg",1995-04-24,188293,62,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"christmas","Ariola",0.375,0.425,7,-9.438,1,0.0294,0.687,0.00023,0.248,0.186,143.169,4
spotify:track:3No0idjeViPyWDP4gh1YGo,"Jag ska fånga en ängel","Ted","Ted Gärdestad",1973-03-01,234293,47,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Universal Music AB",0.608,0.769,10,-5.073,0,0.0252,0.0026,0.00000806,0.0688,0.765,106.564,4
spotify:track:1ijNH4JCOlLJz7ToxmjUeY,"Wonderchild","Paint By Numbers","Christian Walz",2004-05-17,209186,47,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","RCA Records Label",0.525,0.765,4,-3.581,1,0.17,0.137,0,0.0789,0.847,178.957,4
spotify:track:0YWmrHLItfjD7pJ8NzlXke,"Opa Opa","Opa Opa","Antique",1999,214108,51,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"laïko","Cosmos",0.721,0.938,9,-4.783,0,0.055,0.0759,0.0000385,0.0293,0.943,124.031,4
spotify:track:3UmmyFRWJq42Hrj3N0uwaS,"I samma bil","I samma bil","Bo Kaspers Orkester",2006-08-07,228906,43,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Columbia",0.581,0.905,9,-5.375,1,0.0406,0.00651,0.0634,0.1,0.55,105.186,4
spotify:track:1uINDFsUumg9C2Ob5dgi0v,"Inget stoppar oss nu","Den Stora Kärleken","BlackJack",1990,189466,52,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband,epadunk","Parlophone Sweden",0.567,0.952,2,-2.314,0,0.0382,0.461,0,0.0664,0.881,75.844,3
spotify:track:2EKzS2s2VKnbQ7jxyk2WHi,"När vi två blir en","Moderna Tider","Gyllene Tider",1981-03-10,188466,56,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop,dansband","Parlophone Sweden",0.626,0.667,9,-6.484,1,0.0739,0.17,0,0.112,0.855,89.233,4
spotify:track:4GgAm1IIj5mIUsA8ucKA0k,"Änglahund","Änglahund","Hasse Andersson",1982-01-01,311400,41,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband","Universal Music AB",0.594,0.465,0,-12.308,1,0.0284,0.0158,0,0.0551,0.576,89.044,4
spotify:track:1JLn8RhQzHz3qDqsChcmBl,"I Want to Know What Love Is - 1999 Remaster","Agent Provocateur","Foreigner",1984,304786,85,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"aor,classic rock","Atlantic Records",0.477,0.471,6,-10.036,1,0.0277,0.193,0.00000176,0.131,0.423,81.204,4
spotify:track:0wtB7DryYLzAOkHzgwbpaB,"Popitop","Åttatreåtta (Rebalanced)","Dag Vag",1988-05-13,236480,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Silence Records",0.474,0.823,0,-10.853,1,0.11,0.0489,0.372,0.965,0.743,177.535,4
spotify:track:03UrZgTINDqvnUMbbIMhql,"Gangnam Style (강남스타일)","Gangnam Style (강남스타일)","PSY",2012-01-01,219493,76,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"k-pop","Silent Records/Universal Republic Records",0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,4
spotify:track:4Dmlg5FYyHRYipiIqXJ2fa,"Du ska va president","Kickar (Singlar 1981 - 1987)","Imperiet",1990-01-01,256760,38,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop,punk","MNW Music AB",0.66,0.493,11,-10.438,0,0.0304,0.0342,0.00000174,0.354,0.586,107.582,4
spotify:track:0jfvayR4o86rv0UwQ1g3fX,"Flytta på dej","Maraton","Alina Devecerski",2012-11-19,205880,37,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Parlophone Sweden",0.744,0.861,1,-3.51,0,0.0936,0.0455,0,0.321,0.689,129.88,4
spotify:track:3uhF5EBcuqqXELlszBhIOy,"Himlen runt hörnet","Himlen runt hörnet","Lisa Nilsson",1992-01-01,305413,47,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Diesel",0.75,0.416,1,-12.561,1,0.0615,0.229,0.0000676,0.0783,0.706,154.04,4
spotify:track:1BBIW3lDfwK9PXOFOedZmo,"This Is The Way - Radio Edit","Made In Sweden","E-Type",1994-01-01,235293,53,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance,europop","Universal Music AB",0.593,0.926,0,-5.189,1,0.0312,0.00664,0.00372,0.296,0.71,141.426,4
spotify:track:1jJci4qxiYcOHhQR247rEU,"Kids","Oracular Spectacular","MGMT",2007-12-14,302840,82,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"indie","Red Ink/Columbia",0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,4
spotify:track:5D2ZobLrLLFcPoOWw5YE0e,"Lose my mind","ANDRA SIDAN ÄR NI KLARA","Myra Granberg",2021-09-10,173854,44,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Columbia",0.716,0.691,5,-5.848,1,0.043,0.0254,0,0.102,0.343,128.03,4
spotify:track:5MhsZlmKJG6X5kTHkdwC4B,"I'm an Albatraoz","I'm an Albatraoz","AronChupa;Little Sis Nora",2014-08-08,166848,74,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"electro swing,melbourne bounce","Aron Ekberg",0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,4
spotify:track:3SjXx3rbNGk8nCho8YEoz5,"Det kommer aldrig va över för mig","Det kommer aldrig va över för mig","Håkan Hellström",2013-04-17,267106,59,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Universal Music AB",0.552,0.872,0,-6.48,1,0.0459,0.0113,0.000032,0.507,0.469,127.027,4
spotify:track:73hiGuj0dxhA1YhmSJOcMF,"Josefin","Josefin","Albin Lee Meldau",2021-07-29,221217,57,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Mayfly Recordings",0.515,0.451,4,-10.118,0,0.0302,0.843,0.0572,0.161,0.468,80.965,1
spotify:track:71CFZjdSm2WSh5S6TPd69A,"Hela huset","Handen i fickan fast jag bryr mig","Veronica Maggio;Håkan Hellström",2013-01-01,213480,55,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Universal Music AB",0.607,0.704,11,-3.502,1,0.0326,0.342,0,0.195,0.564,114.049,4
spotify:track:4pItP9yMHJ4Klk8U6eOmLx,"Fan va bra","Fan va bra","Jakob Karlberg",2015-04-22,212925,49,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Epic",0.694,0.764,11,-5.489,1,0.0294,0.0336,0,0.175,0.593,125.012,4
spotify:track:2Gd0oV24QsH0zb9nKFx7s5,"Gamora","Barn av vår tid","Hov1;Einár",2021-10-01,165253,59,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Universal Music AB",0.648,0.733,10,-5.359,0,0.155,0.103,0,0.0652,0.836,174.849,4
spotify:track:7aleO65wxmrijCugl55XJz,"Michelangelo (Men så svara då!)","Schiffz","Björn Skifs",1975,196013,45,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Parlophone Sweden",0.558,0.925,0,-3.83,1,0.0335,0.308,0,0.416,0.945,136.696,4
spotify:track:2i3Bqb0Nd9i2JKLRfBHvNr,"Kitty","Smash and Grab","Racey",2009-07-24,219346,29,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"glam rock","Parlophone UK",0.656,0.774,2,-5.406,1,0.0473,0.00381,0.00624,0.0715,0.971,156.016,4
spotify:track:7JKEA8xYDoFp4q0QBW2PGg,"Shackles (Praise You)","Go Get It","Mary Mary",2000,198346,63,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"gospel,gospel r&b","Columbia",0.779,0.834,7,-2.773,1,0.162,0.0343,0,0.0886,0.8,100.46,4
spotify:track:0W0WE17i79I4SvzNfxOES1,"Dance With Somebody - Radio Version","Dance with Somebody","Mando Diao",2009-01-01,239400,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","BMG Rights Management GmbH",0.547,0.892,1,-4.254,0,0.106,0.00271,0,0.293,0.556,150.138,4
spotify:track:37dYAkMa4lzRCH6kDbMT1L,"We No Speak Americano (Edit)","We No Speak Americano","Yolanda Be Cool;DCup",2020-12-04,157438,63,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Sweat It Out",0.902,0.805,6,-5.003,1,0.0468,0.0748,0.0823,0.0914,0.745,124.985,4
spotify:track:7mze3mJmu79AJu8SnS37pS,"Aicha","Bread & Barrels Of Water (International Version)","Outlandish",2003-04-01,275680,57,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansk pop","RCA Records Label",0.745,0.64,2,-5.494,1,0.0526,0.21,0.000053,0.112,0.612,86.98,4
spotify:track:7DqyeESnaKCwDjgmA45UFZ,"I morgon är en annan dag","I morgon är en annan dag","Christer Björkman",1992-04-25,190000,37,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband,swedish pop","Columbia",0.585,0.47,9,-10.569,1,0.0271,0.645,0,0.135,0.369,84.089,4
spotify:track:3uELTbXsxWHgG4D0ORehKr,"Såklart! (feat. Eye N'I)","Bananrepubliken","Petter;Eye N'I",1999-11-12,248680,39,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","RCA/Ricochet",0.799,0.859,11,-8.266,1,0.191,0.0234,0,0.0787,0.548,105.035,4
spotify:track:5KqldkCunQ2rWxruMEtGh0,"The Gambler","The Gambler","Kenny Rogers",1978-11-20,214880,77,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"country,classic country","Capitol Nashville",0.668,0.501,4,-13.119,1,0.0629,0.342,0,0.194,0.858,87.086,4
spotify:track:1WWFP0JQVTTkhWRMSuKWXw,"Gótt å leva","En gó box","Galenskaparna & After Shave",1994,210560,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband","Kulturtuben",0.876,0.45,4,-9.25,1,0.101,0.642,0,0.0911,0.809,120.094,4
spotify:track:4rino0wsmUcK36Ro4CCrke,"Boten Anna - Radio edit","LOL (2008 yellow bonus version/no videos_France)","Basshunter",2006,207066,61,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance,europop","WM Sweden",0.464,0.971,9,-5.546,0,0.26,0.0635,0.000108,0.073,0.265,140.179,4
spotify:track:5gBWGTO2prExy9yVwhUbOU,"Sakta vi gå genom stan","Ahh! Monica!","Monica Zetterlund",1962-04-03,202360,44,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"jazz,vocal jazz","Universal Music AB",0.467,0.335,7,-8.586,1,0.0485,0.804,0,0.109,0.221,107.657,5
spotify:track:1i1OuCNhNf7JwrlWlFZFu1,"That's Not My Name","We Started Nothing","The Ting Tings",2007,310573,62,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"alternative dance","Columbia",0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,4
spotify:track:6pXJl6reDuhrWfGky8FJJx,"Not Forever","Popsicle","Popsicle",1996-03-05,219640,36,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop,power pop,jangle pop","WM Sweden",0.256,0.693,11,-5.109,1,0.0341,0.0095,0,0.303,0.674,154.575,4
spotify:track:4jsCgpmMyph0onXF2Sh1zC,"The Quiz","Would You Let Me Play This EP 10 Times A Day?","Hello Saferide",2006-06-04,138066,36,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Razzia",0.676,0.364,9,-10.251,1,0.0819,0.791,0.00132,0.278,0.721,90.542,4
spotify:track:6kWJvPfC4DgUpRsXKNa9z9,"All That She Wants","The Sign","Ace of Base",1993-12-24,211213,81,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance,europop","Playground Music",0.798,0.625,11,-9.689,1,0.0548,0.00547,0.0000798,0.103,0.858,93.764,4
spotify:track:2B5o2gQLBfHvQCKa9yQcu9,"You Learn","The Burning Heart","Takida",2011-01-01,201573,51,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Universal Music AB",0.641,0.558,2,-7.362,0,0.0287,0.824,0.00000235,0.0856,0.37,127.998,4
spotify:track:1Ujt4hi9SHiMAxyCjJd1Kk,"Younger","Pretend","Seinabo Sey",2015-10-23,213968,50,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"tropical house","Universal Music AB",0.563,0.655,5,-6.707,1,0.0404,0.0216,0,0.108,0.116,113.607,4
spotify:track:4ACxa9buEUnOdYEoPcnMpi,"Your Woman","Women In Technology","White Town",1997-02-24,259893,1,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Echo",0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,4
spotify:track:3JfkNCiXjHEVkbFfCQ417E,"Erase / Rewind","Gran Turismo (Remastered)","The Cardigans",1998-01-01,218504,69,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Universal Music AB",0.743,0.697,11,-6.079,0,0.0276,0.000504,0.0127,0.106,0.585,103.64,4
spotify:track:46lFttIf5hnUZMGvjK0Wxo,"Runaway (U & I)","Pharmacy","Galantis",2015-06-05,227073,76,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Big Beat Records/Atlantic",0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4
spotify:track:1CuVhIZAAc8h360WoVJYhD,"För Evigt","För Evigt","Hanna Ferm",2021-04-23,156761,47,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Universal Music AB",0.735,0.755,0,-4.786,1,0.0614,0.0887,0,0.438,0.655,127.978,4
spotify:track:0V3wPSX9ygBnCm8psDIegu,"Anti-Hero","Midnights","Taylor Swift",2022-10-21,200690,80,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Taylor Swift",0.633,0.648,4,-6.645,1,0.062,0.121,0.00000262,0.161,0.49,96.888,4
spotify:track:5fRvePkRGdpn2nKacG7I6d,"Coco Jamboo","We See The Same Sun","Mr. President",1996-05-17,218733,75,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance","First Class Dancefloor Music",0.832,0.838,1,-5.414,0,0.0421,0.0791,0,0.152,0.965,100.021,4
spotify:track:4JLcAU2xY90qTkTSNM1lUa,"Bang Bang (My Baby Shot Me Down)","How Does That Grab You?","Nancy Sinatra",1966-01-01,162446,2,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Boots Enterprises, Inc.",0.433,0.174,5,-18.791,0,0.0537,0.982,0.101,0.111,0.366,95.802,4
spotify:track:4EM8dAJ8WAU1nHrLfSyekW,"The Promise Man","Basic Injection","Basic Element",1994,245813,47,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance,europop","Parlophone Sweden",0.628,0.994,9,-4.352,0,0.0357,0.000461,0.47,0.0675,0.838,134.061,4
spotify:track:7DFNE7NO0raLIUbgzY2rzm,"Let Her Go","All The Little Lights","Passenger",2012-11-05,252866,4,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"folk pop","Sony Music Entertainment",0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,4
spotify:track:2Lv9FudgITbthtKK1B5wxY,"Slå mig hårt i ansiktet","Fulkultur","Thomas Stenström",2014-10-08,211360,56,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Roxy Recordings",0.528,0.88,1,-6.155,1,0.0367,0.0548,0.000263,0.342,0.704,157.893,4
spotify:track:4GPe1qjQCvOIa8vLBKDI9d,"Breakfast At Tiffany's","11th Song","Deep Blue Something",1993,318400,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Kirtland Records",0.467,0.483,2,-16.163,1,0.0409,0.0129,0.000718,0.0485,0.598,114.602,4
spotify:track:5BckPAYcKEJuYs1eV1BHHe,"Take A Chance On Me","The Album","ABBA",1977,243933,77,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Polar Music International AB",0.684,0.675,11,-8.123,1,0.0257,0.163,0,0.242,0.924,107.064,4
spotify:track:4539Tbm6Rt5BaNKXJJj9RH,"It's My Life","One Love","Dr. Alban",1992-05-04,239933,2,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance","BMG Rights Management GmbH",0.655,0.933,7,-7.703,1,0.0536,0.00328,0.0358,0.0983,0.472,128.699,4
spotify:track:11X4Gw3T4hoktVruLgTnm1,"Heartbeats","Veneer","José González",2003-07-02,160240,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"indie folk","Imperial",0.554,0.15,3,-16.746,1,0.0338,0.974,0.735,0.0698,0.314,87.956,4
spotify:track:20j7B6mL9gnNvG3ic6Vwh5,"Hate To Say I Told You So","Veni Vidi Vicious","The Hives",2000-09-12,200693,67,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"garage rock","Burning Heart Records/Epitaph",0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,4
